Name,Users,search_provider,homepage,background,content_script,browser_action
Switch2SearchPro, 4 , True , False , True , False , True
Zquirrel App, 72 , True , False , True , False , False
Marker: Screen capture tool for professionals,  , True , False , True , False , True
Offroad 4x4 Vehicles HD Wallpapers Theme, 315 , True , False , True , False , True
dmilbbbmoigchfpabblmkfijnfeojhnn.json, 1048 , True , False , True , False , True
Browsing to Safety, 16159 , True , False , True , False , True
Pablo Escobar wallpaper HD, 32 , True , False , False , False , True
ARK Survival Evolved HD Wallpapers Game Theme, 315 , True , False , True , False , True
Dragon Ball Super Wallpapers & New Tab, 16 , True , False , True , False , False
Nidhogg Game Wallpapers FullHD New Tab,  , True , False , True , False , True
Search Settings, 272 , True , False , True , False , True
Cars 3 Wallpaper., 132 , True , False , False , False , True
hidesearchDS,  , True , False , True , False , False
New Doom Tab, 240 , True , True , True , False , True
New Tab Sim City Background, 212 , True , True , True , False , True
Background Images, 1 , True , False , False , False , True
Lol Miss Fortune HD Tab, 101 , True , True , True , False , True
dobhboomekapeagagdejlefmjccnidim.json, 1 , False , True , False , False , False
The Legend of Zelda HD Wallpapers Games Theme, 51 , True , False , True , False , True
Free Outlast 2 Wallpaper, 25 , True , True , True , False , True
HD Marine life wallpapers, 13 , True , False , False , False , True
Zquirrel App, 333 , True , False , True , False , False
SafeSearch, 4436 , True , False , False , False , False
BEST Movies Search ++, 6 , True , False , True , False , True
Final Finatasy XIV Stormblood HD Tab, 3 , True , True , True , False , True
dogomfjpfpbmeikadmjanomdgnkccibk.json, 3982 , True , False , True , False , True
All in One Office - Web Search, 276655 , True , False , True , False , False
Easy AdBlock Search Manager, 25518 , True , False , True , False , True
Minecraft inside Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Página Personalizada, 3 , True , True , True , False , True
Vampyr New Tab, 18 , True , True , True , False , True
Amazing Movie Search, 2121 , True , False , True , False , True
Tesla Model S New Tab, 15 , True , True , True , False , True
EasyTab, 5 , True , True , True , False , False
Shield Defense, 52102 , True , False , True , False , True
RapidGames, 1 , True , False , True , False , False
Battlefield Wallpapers FullHD New Tab , 2 , True , False , True , False , True
Big Little Lies Wallpapers and New Tab, 3 , True , True , True , False , True
Metal Slug Wallpapers and New Tab, 51 , True , True , True , False , True
CountryCause - Support Asifa, 1 , True , True , True , False , True
Extinction HD Wallpaper, 1 , True , True , True , False , True
New tab HD Sport club Internacional wallpaper, 75 , True , False , False , False , True
bittsearchDS, 1 , True , False , True , False , False
die-startseite.net, 215 , False , True , True , False , False
Tesla vs Aston Martin HD Wallpapers New Tab, 1 , True , False , False , False , True
Dan and Phil New Tab, 197 , True , True , True , False , True
God of War HD Wallpapers Kratos Theme, 563 , True , False , True , False , True
Free Need for Speed Wallpaper, 249 , True , True , True , False , True
German Shepherd HD Wallpapers Dogs & Puppies, 54 , True , False , True , False , True
Baba Find,  , True , False , False , False , True
VIPSearch, 9167 , True , False , True , False , True
HD Spiders wallpapers new tab, 12 , True , False , False , False , True
Flixtab, 34 , True , False , True , False , True
Heroes of the Storm HD Wallpapers Games Theme, 3 , True , False , True , False , True
Blue Exorcist Wallpapers FullHD New Tab, 2 , True , False , True , False , True
ebpkkkfplcclgcadakdopmbjopddlilk.json, 2005 , True , False , True , False , True
HD DRIVECLUB VR Wallpapers, 5 , True , True , True , False , True
Lamborghini vs Chevrolet HD Wallpapers, 16 , True , False , False , False , True
VpnPlus, 1 , True , False , True , False , True
echeiocnbggcacegkopjcllmaglbocni.json, 22803 , True , True , False , False , False
moviesJunkie Search, 14780 , True , False , True , False , True
bLeengo, 12214 , True , False , True , False , True
justPlay Search, 6396 , True , False , True , False , True
LoL Zed Chrome Tab, 269 , True , True , True , False , True
Panic! at the Disco HD Wallpapers Theme, 472 , True , False , True , False , True
yuvsh9, 1 , True , True , False , False , False
Safe Browsing, 101201 , True , False , True , False , True
edabifllnhmphgnalechicddkpemhkio.json, 8262 , True , False , True , False , True
Assassin's Creed Odyssey HD Wallpapers Theme, 140 , True , False , True , False , True
edfncnheefcgjlljojngebckbdobhign.json,  , True , False , True , False , True
Gold Wallpapers., 2 , True , False , False , False , True
Arthur and the miniboys HD wallpapers, 1 , True , False , False , False , True
Bloodstained: Ritual Of The Night HD New Tab, 3 , True , True , True , False , True
Arma 3 New Page, 18 , True , True , True , False , True
Bakinu Search V2, 375 , True , False , True , False , False
Koenigsegg vs Porsche HD Wallpapers New Tab, 17 , True , False , False , False , True
UTILILAB SearchGUARDIAN, 7148 , True , False , True , False , True
BitCro Search, 3287 , True , False , False , False , True
iSportTV Search, 14611 , True , False , True , False , True
Ecosia - The search engine that plants trees, 895711 , True , False , True , False , True
Porsche&Infiniti HD Wallpapers New Tab, 1 , True , False , False , False , True
Exotic Beaches HD Wallpapers New Tab Theme, 53 , True , False , True , False , True
Chucklefish & Friends Chrome Tab,  , True , True , True , False , True
Why Dont We HD Wallpaper Music New Tab Theme, 490 , True , False , True , False , True
Media Search Plugin, 1 , True , False , True , False , True
Games Speed Dial, 1 , True , False , True , False , True
bLeengo, 45906 , True , False , True , False , True
Cave Story Game Wallpapers FullHD New Tab,  , True , False , True , False , True
Nine.com.au - Homepage & Bookmarks, 8320 , False , True , True , False , True
Far Cry 5  HD Wallpapers New Tab Theme, 272 , True , False , True , False , True
Pittsburgh City News, 87 , True , False , True , False , False
Koenigsegg vs Pagani HD Wallpapers., 9 , True , False , False , False , True
HD Plague Inc Background, 142 , True , True , True , False , True
Free PokeCoin by CoinUP, 11 , True , False , True , False , False
Lezago Go - Die Privatsphäre Suchmaschine, 1 , True , False , True , False , False
playOnline Search, 5843 , True , False , True , False , True
Indiana Jones HD Background Tab, 41 , True , True , True , False , True
VpnPlus, 3858 , True , False , True , False , True
Ed Sheeran HD Wallpapers New Tab Theme, 16 , True , False , True , False , True
Search Recipe Fresh, 10259 , True , False , True , False , False
egfgboclmgbokjeenpnghneoaogefnjn.json, 183809 , False , True , False , False , False
Keep Private, 19060 , True , False , True , False , True
Metal Gear Solid HD Wallpaper, 129 , True , True , True , False , True
seemoviesonline_DS, 215 , True , False , True , False , False
Team Fortress 2 HD Background Tab, 225 , True , True , True , False , True
Search By Softorama, 3473 , True , False , True , False , False
Resident Evil IV HD Background Tab, 135 , True , True , True , False , True
Search Point (Homepage and Newtab), 1030 , False , True , True , False , False
!ShortcutSearch, 1 , True , False , True , False , False
Middle-Earth: Shadow of War HD Wallpapers , 31 , True , False , False , False , True
Fortnite Battle Royale HD Wallpapers Theme, 9412 , True , False , True , False , True
iMedia Search, 10634 , True , False , True , False , True
Smite Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Movies Search, 315501 , True , False , True , False , True
Invisy Search, 4794 , True , False , True , False , True
8 Ball Pool Wallpapers and New Tab, 5 , True , True , True , False , True
Cyberpunk 2077 HD Wallpapers Games Theme, 87 , True , False , True , False , True
mixTV Search, 12425 , True , False , True , False , False
McLaren HD Wallpapers Super Cars Theme, 241 , True , False , True , False , True
SDapp Search, 2 , True , False , True , False , True
Left 4 Dead Wallpapers and New Tab, 293 , True , True , True , False , True
Cardi B Wallpapers & New Tab, 148 , True , False , True , False , False
New tab HD Base jump wallpaper, 4 , True , False , False , False , True
Earn To Die 2 HD Wallpaper, 49 , True , True , True , False , True
Download Virus Checker, 298 , True , False , True , False , True
Hatsune Miku Wallpapers FullHD New Tab, 7 , True , False , True , False , True
Grand Theft Auto V HD Wallpapers GTA 5 Online, 5189 , True , False , True , False , True
My Safe App, 1262 , True , False , True , False , True
Wallpaper HD Kingdom of heaven, 3 , True , False , False , False , True
Raccoon, 19 , True , False , True , False , True
getSportTV Search Plus, 4225 , True , False , True , False , True
Dragon Ball Super Goku HD Wallpapers DBZ, 1991 , True , False , True , False , True
Metal Gear Solid V HD Wallpapers New Tab, 362 , True , False , False , False , True
HD Nashville Background, 50 , True , True , True , False , True
Nissan HD Wallpapers JDM Sports Cars Theme, 53 , True , False , True , False , True
Tomb Raider 2018 HD Wallpapers New Tab Theme, 36 , True , False , True , False , True
Gintama.: Shirogane no Tamashii-hen HD Tab, 13 , True , True , True , False , True
The Last Of Us HD Wallpapers Games Theme, 33 , True , False , True , False , True
SpaceX Wallpapers HD New Tab Theme, 143 , True , False , True , False , True
Vocaloid New Page, 12 , True , True , True , False , True
FC Barcelona HD Wallpapers New Tab Theme, 49 , True , False , True , False , True
Dragon Ball Z Wallpapers FullHD New Tab, 15 , True , False , True , False , True
KeyTab, 56 , True , False , True , False , True
Search4Musix, 5927 , True , False , True , False , False
ReZero Wallpapers FullHD New Tab, 13 , True , False , True , False , True
browserGames Search, 10670 , True , False , True , False , True
Independence Day HD Wallpapers 4th of July, 9 , True , False , True , False , True
Anime HD Wallpapers New Tab Theme, 195 , True , False , True , False , True
NieR Automata Wallpapers FullHD New Tab, 7 , True , False , True , False , True
Search By WowMusix, 299444 , True , False , True , False , False
Movie Wallpaper, 2 , True , False , False , False , True
Scarlett Johansson New Tab, 102 , True , True , True , False , True
Smart Search, 7 , True , True , True , False , False
Internet Privacy, 7555 , True , False , True , False , True
Hulk HD Wallpapers  Marvel New Tab Theme, 59 , True , False , True , False , True
God of War New Tab, 125 , True , True , True , False , True
Nioh HD New Tab, 9 , True , True , True , False , True
Lamborghini vs Acura HD Wallpapers New Tab, 9 , True , False , False , False , True
WikiCraftPro, 9 , True , False , True , False , True
Darling In The Franxx HD Wallpaper, 419 , True , True , True , False , True
The Big Bang Theory HD Wallpapers TV Series, 53 , True , False , True , False , True
HD Valkyria Chronicles 4 Tab, 10 , True , True , True , False , True
SportJunkie Search, 7673 , True , False , True , False , True
Your Travel Seeker, 2 , True , True , True , False , True
Oscobo Search, 1 , True , False , False , False , False
Bubble Shooter, 12679 , True , False , False , False , True
eocibdgkpjfbegneclpbcjofobbieell.json, 57 , False , True , False , False , True
Street Fighter Chrome Tab, 8 , True , True , True , False , True
huzer.com, 1 , True , True , True , False , False
HD Pillars Of Eternity II: Deadfire New Page, 4 , True , True , True , False , True
Movies Tab Plus, 670 , True , True , True , False , True
Raleigh-Durham Chrome Tab, 1 , True , True , True , False , True
HD nebulae wallpapers new tab, 36 , True , False , False , False , True
cicadas HD wallpapers, 3 , True , False , False , False , True
Counter-Strike Game Wallpapers., 27 , True , False , False , False , True
epbjcjhbnokphjplbhpfgdflnmhhgmnm.json, 439 , False , True , True , False , True
epfjnnglelhjhnkbdjmnmeihlehigemg.json, 4724 , False , True , True , False , True
HD bamboos wallpapers, 3 , True , False , False , False , True
Comics Wallpapers New Tab, 1 , True , False , True , False , True
Thor Ragnarok HD Wallpapers New Tab Theme, 128 , True , False , True , False , True
MapQuest for Yahoo Search, 10475 , True , False , True , False , True
Godsök, 1 , False , True , False , False , True
Search Assistant, 4561 , True , False , True , False , True
Panda Safe Web, 1045146 , True , False , True , False , True
Thieve AliExpress Tools, 64 , True , False , True , False , True
PrivateVpnBrowsing, 336 , True , False , True , False , True
Dallas Cowboys HD Wallpapers NFL Theme, 99 , True , False , True , False , True
Need For Speed Payback HD Wallpapers New Tab, 414 , True , False , True , False , True
HD swallows wallpapers new tab, 1 , True , False , False , False , True
Pokemon Sun and Moon Wallpapers HD New Tab , 1 , True , False , True , False , True
NBA Basketball Wallpapers & New Tab, 1 , True , False , True , False , False
Mecoosh Search, 93 , True , True , True , False , False
Presearch.org Start With Us, 28786 , False , True , False , False , True
Wallpaper Clint Eastwood Tab, 16 , True , True , True , False , True
VIPSearch Pro, 74731 , True , False , True , False , True
Project CARS Game HD Wallpapers New Tab, 89 , True , False , False , False , True
Superhot Game Wallpapers FullHD New Tab, 6 , True , False , True , False , True
Buick HD Wallpapers American Cars Theme, 11 , True , False , True , False , True
New Uncharted 4 Tab, 138 , True , True , True , False , True
Direction Search Tab, 612 , False , True , True , False , True
HD Minions New Page, 83 , True , True , True , False , True
goPlay Search, 22369 , True , False , True , False , True
privacyZone, 14584 , True , False , True , False , True
Hyundai HD Wallpapers Sports Cars Theme, 21 , True , False , True , False , True
New tab Hulk Wallpaper, 98 , True , False , False , False , True
2pac HD Wallpapers Tupac Hip Hop Music Theme, 628 , True , False , True , False , True
Random Walk Shapes - New Tab, 41116 , True , False , True , False , True
Bugatti HD Wallpapers Super Cars Theme, 202 , True , False , True , False , True
Googlando, 1373 , True , False , True , False , True
Luxury Lifestyle HD Wallpapers New Tab Theme, 14 , True , False , True , False , True
fdpngkoifmagomffbooofhbocnkadbin.json, 398 , False , True , True , False , True
Cities Skylines Game HD Wallpapers New Tab, 46 , True , False , False , False , True
Phantom Dust New Page, 3 , True , True , True , False , True
Rust Wallpapers and New Tab, 32 , True , True , True , False , True
WhiteSmokeTab, 23 , True , False , True , False , False
Ultimate Stocks, 25 , True , False , True , False , False
gamingZone Search, 13029 , True , False , True , False , True
Dragon Wallpapers FullHD New Tab,  , True , False , True , False , True
Top Search, 321 , True , False , True , False , True
Far Cry 4 Game Wallpapers., 43 , True , False , False , False , True
World of Warcraft HD Wallpapers WOW Theme, 103 , True , False , True , False , True
Injustice 2 HD Wallpapers Batman-Superman Tab, 225 , True , False , True , False , True
Quick Email Access, 1 , True , False , True , False , False
arcadeJunkie Search, 3947 , True , False , True , False , True
fgcchjgaclejhofneeifdmjcobnclaka.json, 231 , False , True , False , False , False
Car Mechanic Simulator 2018 New Page, 235 , True , True , True , False , True
Bentley vs McLaren HD Wallpapers New Tab, 59 , True , False , False , False , True
HD Ferrari California T Wallpapers, 5 , True , True , True , False , True
fgmjlmbojbkmdpofahffgcpkhkngfpef.json, 2314 , True , False , False , False , True
Chicago Bulls HD Wallpapers NBA New Tab Theme, 24 , True , False , True , False , True
lynx HD wallpaper new tab, 35 , True , False , False , False , True
gamesNet Search, 10432 , True , False , True , False , True
The Bitcro Search, 1359 , True , False , True , False , True
MindCastr Homepage, 472 , False , True , True , False , False
Portalux New Tab, 1160 , True , True , False , False , False
Videodrome Search, 15438 , True , False , True , False , True
Catch'em Pokemon Game, 8863 , True , False , True , False , True
NBA All Stars Basketball Wallpapers FullHD,  , True , False , True , False , True
The Space Between Us Themes HD|PrivateSearch, 9 , True , False , False , False , True
ASAP Rocky HD Wallpapers Hip Hop Music Theme, 62 , True , False , True , False , True
Cute Bunny Rabbit Wallpapers FullHD, 13 , True , False , True , False , True
SearchFrom, 140620 , True , False , True , False , False
VpnPlus, 3 , True , False , True , False , True
Deadpool HD Wallpapers New Tab Theme, 353 , True , False , True , False , True
The papal casa wallpaper HD, 1305 , True , False , False , False , True
mixSportTV Search Plus, 5627 , True , False , True , False , True
Drake HD Wallpapers New Tab Theme, 108 , True , False , True , False , True
EasySearch, 26009 , True , False , True , False , True
Sairento VR HD Background Tab, 1 , True , True , True , False , True
musicJunkie Search, 12114 , True , False , True , False , True
SpicySEARCH, 1442 , True , False , True , False , True
gw6, 1 , True , True , False , False , False
Death Note Wallpapers FullHD New Tab, 6 , True , False , True , False , True
Williams F1 HD Wallpapers New Tab, 15 , True , False , False , False , True
James Bond Agent 007 HD Wallpapers New Tab, 46 , True , False , True , False , True
Dragon Ball Wallpapers and New Tab, 11 , True , True , True , False , True
goMusix Search Plus, 14200 , True , False , True , False , True
fkmlenkenhgifagpbjjnpmdhalpllheg.json, 13 , False , True , False , False , False
Hotel Transylvania 3 HD Wallpapers Theme, 199 , True , False , True , False , True
Good Smile Company Wallpapers FullHD New Tab,  , True , False , True , False , True
Yachts and Ships HD Wallpapers Boat Sailing, 81 , True , False , True , False , True
Darkest Dungeon Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Power Rangers Wallpaper HD|PrivateSearch, 110 , True , False , False , False , True
Black & White HD Wallpapers Colorblind Theme, 9 , True , False , True , False , True
Openload No Ads, 157 , True , False , False , False , False
WordToPdf, 40 , True , False , True , False , False
Block Miners - No Miners of Coin , 7 , True , False , True , False , True
Suits Wallpapers Themes HD|PrivateSearch, 48 , True , False , False , False , True
Lionel Messi HD Wallpapers FC Barca Theme, 217 , True , False , True , False , True
Wild Cats Wallpapers FullHD New Tab,  , True , False , True , False , True
Lamborghini Wallpapers & New Tab, 2 , True , False , True , False , False
Privacy Switch, 16431 , True , False , True , False , True
fndiaiacodjejgfnjfejclghhphnbahl.json, 1 , False , True , False , False , False
Tokyo Ghoul Wallpapers and New Tab, 127 , True , True , True , False , True
Firewatch Wallpapers FullHD New Tab,  , True , False , True , False , True
All In 1 Mail, 7 , True , True , True , False , True
Thanos HD Wallpapers Avengers Infinity War, 1150 , True , False , True , False , True
Glitch Wallpapers FullHD New Tab,  , True , False , True , False , True
EPIC, 5792 , True , False , True , False , True
Liverpool FC HD Wallpapers New Tab Theme, 637 , True , False , True , False , True
Naruto Shippūden Wallpapers FullHD New Tab,  , True , False , True , False , True
Search By Coolimba, 1 , True , False , False , False , False
Lamborghini vs Cadillac HD Wallpapers New Tab, 19 , True , False , False , False , True
Enhanced Music Search, 1 , True , False , True , False , True
gamingCenter Search, 18168 , True , False , True , False , True
Simple Search Guru, 1 , True , False , True , False , False
Look Smart Secure Search, 15 , True , True , True , False , True
TopSearch,  , True , False , False , False , True
AC Milan HD Wallpapers Rossoneri Theme, 116 , True , False , True , False , True
New tab HD Thunder Oklahoma city wallpaper, 3 , True , False , False , False , True
Bade Find,  , True , False , False , False , True
kshowonline_DS, 5 , True , False , True , False , False
SK Rapid Start, 351 , False , True , False , False , False
Harry Potter Wallpapers FullHD New Tab,  , True , False , True , False , True
MyWeb New Tab with Search, 989 , True , False , True , False , True
Search Control,  , True , False , True , False , True
Mickey Mouse HD Wallpapers New Tab Theme, 54 , True , False , True , False , True
Boston Celtics HD Wallpapers NBA Theme, 217 , True , False , True , False , True
newTab.co - Reinvent the Home Page, 22 , True , False , True , False , False
Wolfenstein HD Tab, 1 , True , True , True , False , True
Fast Browsing, 3539 , True , False , True , False , True
musicZone Search, 19678 , True , False , True , False , True
Captain America HD Wallpapers Marvel Theme, 59 , True , False , True , False , True
iSearch Now, 3 , True , False , True , False , True
NibbleList, 25 , True , False , True , False , True
South Park Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Elsa and Anna HD Wallpapers Frozen Theme, 60 , True , False , True , False , True
Iron Man HD Wallpapers Marvel Heroes Theme, 59 , True , False , True , False , True
Searchie, 203 , True , True , True , False , True
Mejora para buscar rápido y anónimo, 1 , True , False , True , False , False
Undertale Game Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Wallpaper Plants vs. Zombies Tab, 3310 , True , True , True , False , True
Avalba - Search Engine (USA), 92 , True , False , True , False , True
Motocross Wallpapers FullHD New Tab,  , True , False , True , False , True
Praey For The Gods New HD Tab,  , True , True , True , False , True
Start Page, 4520 , False , True , True , False , False
A Way Out HD Background Tab, 2 , True , True , True , False , True
Babe Find, 1 , True , False , False , False , True
Findx Default Search, 41 , True , False , True , False , True
Full HD Ferrari 488 GTB New Tab, 52 , True , True , True , False , True
LEGO City Undercover Game HD Wallpapers, 251 , True , False , False , False , True
betterSportTV Search, 6382 , True , False , True , False , True
Star Wars Battlefront 2 HD Wallpapers Theme, 183 , True , False , True , False , True
Concept Cars HD Wallpapers New Tab Theme, 46 , True , False , True , False , True
Sneakers HD Wallpapers New Tab Air Jordan, 474 , True , False , True , False , True
Doctor Who HD Wallpapers TV Show Theme, 8 , True , False , True , False , True
HD Ace Combat 7: Skies Unknown Background, 36 , True , True , True , False , True
algarly, 16818 , True , False , False , False , True
Ferrari HD Wallpapers Super Cars Theme, 276 , True , False , True , False , True
Wolf New HD Tab, 150 , True , True , True , False , True
eSpeedMovie Search, 93291 , True , False , True , False , False
To The Moon Game Wallpapers FullHD New Tab,  , True , False , True , False , True
moviesNet Search, 19157 , True , False , True , False , True
Chrome War Thunder Tab, 215 , True , True , True , False , True
Dogpile Private, 3679 , True , False , True , False , True
MyPrivate Search, 7218 , True , False , True , False , True
Karim Rashid Wallpapers FullHD New Tab,  , True , False , True , False , True
Paris Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Peaky Blinders Wallpapers and New Tab, 91 , True , True , True , False , True
Avengers Infinity War Wallpapers New Tab,  , True , False , True , False , True
Wallpaper Saint Tropez new tab theme, 7 , True , False , False , False , True
SafeSearch Tools, 43 , True , True , False , False , False
Cartoon Wallpapers FullHD New Tab,  , True , False , True , False , True
SportAB - New Tab for Sport Fans, 9215 , True , False , True , False , True
Timberwolves from Minnesota wallpaper HD, 9 , True , False , False , False , True
21 Savage  HD Wallpapers Hip Hop Music Theme, 226 , True , False , True , False , True
MediaTab.TV Streaming Search - Top Movies, 53431 , True , False , True , False , True
Paragliding HD wallpapers, 24 , True , False , False , False , True
Wallpaper HD Atari 2600, 16 , True , False , False , False , True
Daily Finance Pal, 6 , False , True , True , False , True
FC Barcelona New Monitor, 88 , True , False , True , False , False
Lambo-Ferrari-Jaguar Super Cars HD Wallpapers, 150 , True , False , True , False , True
MetaGer Suche, 6 , True , False , True , False , True
Sword Art Online HD Wallpapers SAO Tab Theme, 322 , True , False , True , False , True
Football Legends HD Wallpapers Soccer Theme, 70 , True , False , True , False , True
CountryCause,  , True , True , True , False , True
Wallpaper Delaware new tab theme, 3 , True , False , False , False , True
FC Barcelona Wallpapers FullHD New Tab,  , True , False , True , False , True
Searchoice: Newtab and Search Manager, 1 , True , False , True , False , True
Sherlock HD Wallpapers TV Series Theme, 32 , True , False , True , False , True
onlinePrivacy, 12356 , True , False , True , False , True
The Flash DC Comics HD Wallpapers  New Tab, 100 , True , False , True , False , True
Furi Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Wild Cats HD Wallpapers Animals New Tab Theme, 19 , True , False , True , False , True
HD stars wallpapers new tab, 75 , True , False , False , False , True
Wonder Woman HD Wallpapers New Tab Theme, 113 , True , False , True , False , True
findrex, 1 , True , True , False , False , False
Norton Safe Search, 78819 , True , False , True , False , True
Ferrari Portofino New HD Tab, 3 , True , True , True , False , True
Best Wallpapers, 1 , True , False , False , False , True
Vfl Wolfsburg Start, 17 , False , True , False , False , False
The Vampires Diaries HD Wallpapers, 260 , True , False , False , False , True
gklfbhdnlcoccemenjlghblhhcbhiooh.json, 1 , True , False , True , False , True
betterGames Search, 6689 , True , False , True , False , True
Dolphins HD Wallpapers Animals New Tab Theme, 69 , True , False , True , False , True
Roblox Games HD Wallpapers Theme, 1342 , True , False , True , False , True
Batman VS Superman Wallpapers FullHD New Tab,  , True , False , True , False , True
Cuphead Wallpapers., 10 , True , False , False , False , True
Rick and Morty HD Wallpapers Cartoon Theme, 395 , True , False , True , False , True
Train to Busan Movie Wallpapers, 3 , True , False , False , False , True
Back-Find,  , True , False , False , False , True
glhojbpjdgpjmnijgdkbpomcgkkjejfm.json,  , True , False , True , False , True
Fallout Wallpapers FullHD New Tab , 5 , True , False , True , False , True
gllahelbodjlahjlojcjloilpckbjmkc.json, 5230 , True , False , True , False , True
Wallpaper Marvel Jessica Jones new tab theme, 12 , True , False , False , False , True
Yorkshire terrier Wallpapers Dogs & Puppies, 38 , True , False , True , False , True
Smurfs The Lost Village Wallpapers., 38 , True , False , False , False , True
searchsmartDS, 1170 , True , False , True , False , False
ViralDomination, 337 , True , False , True , False , True
Ultimate Cloud, 98 , True , False , True , False , False
Walt Disney HD Wallpapers New Tab Theme, 184 , True , False , True , False , True
Winter & Snow Wallpapers FullHD New Tab, 1 , True , False , True , False , True
apprevie, 7151 , True , False , False , False , True
Paddington 2 New HD Tab, 11 , True , True , True , False , True
Puppies Animals Wallpapers FullHD New Tab,  , True , False , True , False , True
Bayern FC Wallpapers Themes HD, 33 , True , False , False , False , True
scorpions HD wallpaper new tab, 14 , True , False , False , False , True
Wolves and Cubs HD Wallpapers New Tab Theme, 291 , True , False , True , False , True
Search Privacy, 35089 , True , False , True , False , True
NewTab. Search, 4529 , True , False , True , False , False
WWE Wallpaper, 153 , True , False , False , False , True
Search Government Benefit Finder, 8101 , True , False , True , False , False
Search By myMovie, 24362 , True , False , True , False , False
Deus Ex: Mankind Divided HD Tab, 12 , True , True , True , False , True
ballooning HD wallpaper new tab, 1 , True , False , False , False , True
Homepage, 322 , True , True , True , False , False
Full HD Divinity Original Sin 2 New Tab, 1 , True , True , True , False , True
Search for Recipe, 1581 , True , False , True , False , True
Philadelphia Eagles HD Wallpapers NFL Theme, 215 , True , False , True , False , True
Ultimate Social, 97 , True , False , True , False , False
Black Panther Wallpapers., 94 , True , False , False , False , True
New Total War: The Three Kingdoms Tab, 10 , True , True , True , False , True
Gif Seeker, 16 , True , False , True , False , True
Video Seeker - Find Videos in a single click, 6854 , True , False , True , False , True
SCARLXRD HD Wallpapers HIp Hop Music Theme, 346 , True , False , True , False , True
2 Chainz HD Wallpapers Hip Hop Music Theme, 3 , True , False , True , False , True
 Movie Finder and Openload Player, 643 , True , False , True , False , True
Chrome Ferrari Laferrari Aperta Tab, 48 , True , True , True , False , True
gw6-1, 1 , True , True , False , False , False
Search By Zooms, 137966 , True , False , True , False , False
Chrysler&Lamborghini HD Wallpapers New Tab, 14 , True , False , False , False , True
Yahoo Search, 11966 , True , False , True , False , False
SpecialSearchOffer, 1 , True , True , True , False , True
Nature Wallpapers FullHD New Tab,  , True , False , True , False , True
Disneyland Wallpapers FullHD New Tab, 14 , True , False , True , False , True
Pachooly,  , True , False , True , False , False
ExploraTodo, 6 , True , True , True , False , False
Skyeye, 3 , True , False , True , False , True
Wallpaper Uncharted 4 A Thief's End New Tab, 55 , True , True , True , False , True
Sword Art Online Wallpapers and New Tab, 148 , True , True , True , False , True
Wallpaper Fantastic Four new tab theme, 6 , True , False , False , False , True
H1Z1 Wallpapers and New Tab, 40 , True , True , True , False , True
iNetBits, 3 , True , False , False , False , True
QuickQuakSearch, 1 , True , True , False , False , False
İnter Türk, 7 , False , True , True , False , True
Seachy, 3479 , True , False , True , False , True
InvaderChat, 341 , False , True , True , False , False
New tab HD Black Rock Shooter wallpaper, 74 , True , False , False , False , True
HD Private planes wallpapers new tab, 158 , True , False , False , False , True
hcifediifcjplkocbjkdggepfamhdalo.json, 7810 , True , False , True , False , True
Any Search Manager DS, 9 , True , False , True , False , True
Soul Eater Wallpapers FullHD New Tab, 9 , True , False , True , False , True
Five Nights at Freddys Wallpapers FullHD, 8 , True , False , True , False , True
Beach Wallpapers, 16 , True , False , False , False , True
MoviesSearch, 725 , True , False , True , False , False
Monster Hunter World HD Wallpaper Games Theme, 95 , True , False , True , False , True
Wallpaper Wolfenstein II Tab, 5 , True , True , True , False , True
hdpniolnlbphbpefnhfjebidlfplocol.json, 2 , True , False , False , False , False
Your Lie In April Wallpapers FullHD New Tab, 13 , True , False , True , False , True
Black Panther HD Wallpapers New Tab Theme, 550 , True , False , True , False , True
BF Wallpapers,  , True , False , False , False , True
Fall Out Boy HD Wallpapers Music Theme, 74 , True , False , True , False , True
Text To Speech, 1 , True , False , True , False , True
BuzzNews, 22060 , True , False , True , False , False
E START Startup-page Setting Tool, 105986 , False , False , False , False , False
VeriWinkle, 7180 , True , False , True , False , True
Largo Winch Theme wallpaper,  , True , False , False , False , True
Halloween New Tab, 1 , True , True , True , False , True
Shovel Knight Game Wallpapers FullHD New Tab, 2 , True , False , True , False , True
hfbbamfhgdloijpcoejlkbpfbnhmkhcn.json,  , True , False , True , False , True
Free Search Waala, 10 , True , False , True , False , True
Muscle Cars HD Wallpapers New Tab Theme, 287 , True , False , True , False , True
Wallpaper The Joker New Tab, 60 , True , True , True , False , True
Underwater Ocean Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Audi HD Wallpapers ABT  Sports Cars Theme, 35 , True , False , True , False , True
searchgoto, 74 , True , True , False , False , False
GO Search, 5 , True , True , True , False , False
Nursery Wallpapers, 2 , True , False , False , False , True
Ultimate Weather, 5 , True , False , True , False , False
New York HD Wallpapers City Skyline Theme, 12 , True , False , True , False , True
Vintage Wallpaper, 8 , True , False , False , False , True
