Name,Users,search_provider,homepage,background,content_script,browser_action
Optic Search, 8718 , True , False , True , False , True
Trustnav Safesearch, 2631597 , True , False , True , False , True
Hi.Ru, 23681 , True , True , False , False , False
HD Heroes & Generals Background, 12 , True , True , True , False , True
Autumn Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Code Geass HD Wallpapers New Tab, 141 , True , False , False , False , True
Bombshell Game HD Wallpapers New Tab, 6 , True , False , False , False , True
Kendrick Lamar HD Wallpapers Hip Hop Theme, 131 , True , False , True , False , True
Assassin's Creed Origins HD Wallpapers Themes, 35 , True , False , True , False , True
netGaming Search, 54704 , True , False , True , False , True
Flixtab Search, 37440 , True , False , True , False , True
Super Meat Boy Game Wallpapers FullHD New Tab, 1 , True , False , True , False , True
onlineArcade Search, 6265 , True , False , True , False , True
searchtab, 1 , True , False , True , False , False
Yahoo Sports OneClick, 5213 , True , False , True , False , True
hikolaholpdebfmmhepipdpmjnnefkll.json, 1 , True , False , False , False , False
Mercedes-Benz HD Wallpapers Sports Cars Theme, 585 , True , False , True , False , True
MyPlayCity Games Search, 100184 , True , False , True , False , True
privacyProtection, 60305 , True , False , True , False , True
PES 2018 Chrome Tab, 1113 , True , True , True , False , True
Star Wars Wallpaper, 75 , True , False , False , False , True
Boruto HD Wallpapers Naruto New Tab Theme, 104 , True , False , True , False , True
Hunter X Hunter Wallpapers FullHD New Tab, 4 , True , False , True , False , True
World of Tanks HD Wallpapers WOT Theme, 70 , True , False , True , False , True
Rising Storm 2: Vietnam HD Tab, 8 , True , True , True , False , True
browseIt, 7289 , True , False , True , False , True
Kodak Black HD Wallpapers Hip Hop Music Theme, 90 , True , False , True , False , True
Bayern Munich HD Wallpapers New Tab Theme, 141 , True , False , True , False , True
Minecraft Wallpapers & New Tab, 95 , True , False , False , False , False
streamJunkie Search, 7639 , True , False , True , False , True
League Of Legends HD Wallpapers LOL New Tab, 94 , True , False , True , False , True
5Finder, 6834 , True , False , True , False , True
Hello Kitty Wallpaper., 181 , True , False , False , False , True
eSearches, 6097 , True , False , True , False , True
Nicki Minaj HD Wallpapers Hip Hop Theme, 195 , True , False , True , False , True
Ultimate Utilities, 34 , True , False , True , False , False
Tesla vs Bugatti HD Wallpapers New Tab, 12 , True , False , False , False , True
Weather ABC, 3 , True , False , True , False , False
EasyLifeApp, 198 , True , False , True , False , False
Dolce & Gabbana Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Cave Story Wallpapers FullHD New Tab,  , True , False , True , False , True
Qwant for Chrome, 206692 , True , True , True , False , True
Wallpaper Divinity: Original Sin 2 Tab, 1 , True , True , True , False , True
Z Results, 960 , True , False , True , False , True
Wallpaper Ninjai little ninja new tab theme, 3 , True , False , False , False , True
Sports Wallpapers, 2 , True , False , False , False , True
Ultra Tab, 4 , True , False , False , False , True
Realm Royale Wallpapers & New Tab, 67 , True , False , False , False , False
New tab HD Danny the dog wallpaper,  , True , False , False , False , True
Ready Search,  , True , False , True , False , True
Acura HD Wallpapers Luxury Sports Cars Theme, 14 , True , False , True , False , True
Cute Zoo, 273 , True , True , True , False , False
Search By goPhotoz, 2266 , True , False , True , False , False
Music Search, 15775 , True , False , True , False , False
Your Cats tab!, 8 , True , False , True , False , True
Coffee HD Wallpapers New Tab Theme, 103 , True , False , True , False , True
Search By MovixMuze, 29201 , True , False , True , False , False
Wargame HD Wallpapers New Tab|Private Search, 15 , True , False , False , False , True
One Piece HD Wallpapers Anime Movies Theme, 62 , True , False , True , False , True
securePrivacy, 17460 , True , False , True , False , True
Quick Browsing, 4 , True , False , True , False , True
Aol UK News, 49 , True , True , True , False , True
LEGA B Start, 308 , False , True , True , False , False
Cute Foxes Themes Wallpapers FullHD New Tab ,  , True , False , True , False , True
Stitch Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Privacy Protect, 1 , True , False , True , False , True
MSN Homepage, 17763 , False , True , True , False , True
Chevrolet Corvette HD Wallpapers Sports Cars, 25 , True , False , True , False , True
Naruto Wallpapers FullHD New Tab, 7 , True , False , True , False , True
Braid Wallpapers FullHD New Tab,  , True , False , True , False , True
movieZone Search, 13475 , True , False , True , False , True
nJoyMovies Search, 45454 , True , False , True , False , True
Legend of Grimrock Game Wallpapers New Tab, 1 , True , False , True , False , True
gw6, 1 , True , True , False , False , False
HandyTab - Search Companion, 6 , True , False , True , False , True
Cars Wallpapers,  , True , False , False , False , True
Chihuahua Dogs Wallpapers FullHD New Tab , 3 , True , False , True , False , True
Pokemon Wallpapers & New Tab, 1 , True , False , True , False , False
YouCare - The charitable search engine, 1003 , True , False , True , False , True
Rush Music Search, 1 , True , False , True , False , True
HD Abyss wallpapers new tab, 1 , True , False , False , False , True
idjampbcclacimdkobcolheodgpnpbpk.json, 23 , True , False , False , False , False
PayDay 2 Wallpapers and New Tab, 223 , True , True , True , False , True
Washington Redskins HD Wallpapers New Tab, 15 , True , False , False , False , True
Cupcakes HD Wallpapers Cakes and Candy Theme, 100 , True , False , True , False , True
Florence and the Machine, 4 , True , False , True , False , True
Mortal Kombat Wallpapers FullHD New Tab,  , True , False , True , False , True
My Safety Online, 5845 , True , False , True , False , True
LA Lakers HD Wallpapers NBA New Tab Theme, 101 , True , False , True , False , True
Sasuke Wallpapers FullHD New Tab,  , True , False , True , False , True
MusicNewTab, 15 , True , False , True , False , False
Rolls Royce HD Wallpapers New Tab, 72 , True , False , False , False , True
Beautiful Flowers HD Wallpapers New Tab Theme, 66 , True , False , True , False , True
Chevrolet HD Wallpapers Chevy Sports Cars, 87 , True , False , True , False , True
Lil Peep HD Wallpapers Hip Hop Music Theme, 1120 , True , False , True , False , True
movie-trailer, 3303 , True , False , True , False , False
HD LoL Lee Sin Background, 191 , True , True , True , False , True
Tomb Raider 2013 Game Wallpapers, 12 , True , False , False , False , True
Search Conservative - Search Engine, 30 , True , False , False , False , False
Baby Animals Wallpapers FullHD New Tab, 4 , True , False , True , False , True
New Search, 1 , True , False , True , False , True
Ultra-rare Super Cars HD Wallpapers Theme, 85 , True , False , True , False , True
Power Rangers HD Wallpapers New Tab Theme, 45 , True , False , True , False , True
Searchissimo, 727 , True , False , True , False , True
Assassin's Creed Unity New Tab, 67 , True , True , True , False , True
Breaking Bad Wallpapers FullHD New Tab,  , True , False , True , False , True
PrivateBrowsing, 1596 , True , False , True , False , True
Mass Effect Andromeda HD Wallpapers Games, 23 , True , False , True , False , True
Deadpool Wallpapers FullHD New Tab,  , True , False , True , False , True
Salman Khan Wallpapers., 27 , True , False , False , False , True
Search and New Tab by FilmFan, 2 , True , False , True , False , True
Music Seeker - search for music and songs, 57 , True , False , True , False , True
Dota 2 Wallpapers FullHD New Tab , 7 , True , False , True , False , True
Bing Homepage, 249 , False , True , True , False , True
HD Ferrari F12 Berlinetta New Page, 21 , True , True , True , False , True
ihjekmacbgmlbojoalclminpngjkjinn.json, 4824 , True , False , True , False , True
Taylor Swift HD Wallpapers Music Theme, 17 , True , False , True , False , True
Cats and Kittens Wallpapers & New Tab, 1 , True , False , True , False , False
Dragon Ball Super Extension, 18210 , True , False , True , False , True
Military Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Kane Brown HD Wallpapers Country Music Theme, 37 , True , False , True , False , True
Nissan GTR Cars Wallpapers FullHD New Tab,  , True , False , True , False , True
One Piece New tab, 207 , True , False , False , False , True
MediaTab.TV Streaming Search, 1 , True , False , True , False , True
ShopV9, 2 , True , True , False , False , False
New tab Nurarihyon Wallpaper, 7 , True , False , False , False , True
Yandex Search, 19268 , True , False , True , False , True
Doge HD Wallpapers New Tab Meme Theme, 532 , True , False , True , False , True
Ruiner HD Wallpaper, 9 , True , True , True , False , True
Paddington 2 Chrome Tab, 28 , True , True , True , False , True
VpnPlus, 2 , True , False , False , False , True
Thanksgiving Wallpapers FullHD New Tab,  , True , False , True , False , True
Rain Wallpapers FullHD New Tab, 9 , True , False , True , False , True
Watch Dogs 2 New HD Tab, 88 , True , True , True , False , True
HD German Shepherd Wallpapers, 327 , True , True , True , False , True
Chris Brown HD Wallpapers Hip Hop Music Theme, 52 , True , False , True , False , True
Warframe HD Wallpapers Games New Tab Theme, 82 , True , False , True , False , True
Plastic Memories Wallpapers ., 106 , True , False , False , False , True
betterSportTV Search, 1419 , True , False , True , False , True
Smart Search, 2 , True , False , True , False , False
New Tab Odin Sphere Leifthrasir Background, 11 , True , True , True , False , True
Full HD Chevrolet Camaro New Tab, 250 , True , True , True , False , True
iMovie Search Plus, 165543 , True , False , True , False , True
Alpha search, 102 , True , False , True , False , False
Mortal Kombat XL HD Wallpapers Theme, 281 , True , False , True , False , True
3Spiral Wave Tab - New Tab, 22563 , True , False , True , False , True
Guns N' Roses HD Tab, 192 , True , True , True , False , True
Rich The Kid HD Wallpapers Hip Hop Theme, 37 , True , False , True , False , True
Cute Cats and Kittens Wallpapers FullHD ,  , True , False , True , False , True
Free Wolverine Wallpaper, 55 , True , True , True , False , True
MIgos HD Wallpapers Hip Hop Music Theme, 756 , True , False , True , False , True
gli-Search, 1229 , True , False , False , False , True
Inspiring Quotes HD Wallpapers New Tab Theme, 25 , True , False , True , False , True
Giotech App, 2 , False , True , False , False , False
Dragon Wallpapers FullHD New Tab , 7 , True , False , True , False , True
The Incredibles 2 Wallpapers FullHD New Tab, 4 , True , False , True , False , True
Jennifer Lawrence HD Wallpaper, 10 , True , True , True , False , True
Tagonsearch, 1 , True , True , True , False , False
imibacpcgkfckjnnphhknkfbcpphnpaf.json, 256 , True , False , True , False , False
Simple Highlighter, 416 , True , False , True , False , False
Watch Dogs 2 Wallpapers FullHD New Tab, 6 , True , False , True , False , True
Koda Koala, 26327 , True , False , True , False , True
One Click Tv, 6 , False , True , False , False , True
gw1, 1 , True , True , False , False , False
BrowseU, 89 , True , True , False , False , False
Your Underwater tab!, 10 , True , False , True , False , True
Search By MusixMuze, 52789 , True , False , True , False , False
Dogs and Puppies HD Wallpapers  New Tab Theme, 631 , True , False , True , False , True
USSeek Search, 91 , True , False , False , False , False
Cats and Kittens HD Wallpapers New Tab Theme, 119 , True , False , True , False , True
Tokyo Ghoul Wallpapers FullHD New Tab, 13 , True , False , True , False , True
Lil Pump HD Wallpapers Hip Hop Music Theme, 1592 , True , False , True , False , True
SD Layouts - New Tab, 7038 , True , False , True , False , True
Marvel Comics New HD Tab, 20 , True , True , True , False , True
Chrome Samurai Tab, 1 , True , True , True , False , True
Mystart.io, 24 , False , True , True , False , True
Wallpaper lucky Luke new tab theme, 3 , True , False , False , False , True
SportJunkie Search, 4756 , True , False , True , False , True
HD snails wallpapers new tab, 4 , True , False , False , False , True
Light Search, 248 , True , False , True , False , True
IndyCar HD Wallpapers Sports Cars Theme, 46 , True , False , True , False , True
9111.ru, 30 , False , True , False , False , True
Symbaloo Homepage 2, 8603 , False , True , False , False , False
Avira SafeSearch Plus, 1612516 , True , False , True , False , True
goSportTV Search, 3760 , True , False , True , False , True
videosFriendly Search, 24910 , True , False , True , False , True
Search App By Myoivu, 2 , False , True , True , False , False
Enter the Gungeon New HD Tab, 54 , True , True , True , False , True
Search How To Genie, 2928 , True , False , True , False , False
New Tab Dishonored 2 Background, 34 , True , True , True , False , True
Easy-PDF, 2323 , True , False , True , False , True
The Great Wall Wallpapers HD|PrivateSearch, 5 , True , False , False , False , True
Shadow of the Colossus HD Wallpaper, 39 , True , True , True , False , True
Fortnite Wallpapers & New Tab, 10 , True , False , True , False , False
Dauntless HD Wallpapers Games Theme, 21 , True , False , True , False , True
Search Module v2, 1 , True , False , True , False , False
The Lady and the Tramp wallpaper HD, 18 , True , False , False , False , True
GOT7 Chrome Tab, 345 , True , True , True , False , True
Wallpaper Steel Rats New Tab, 2 , True , True , True , False , True
Uncharted 4 HD Wallpapers Games Theme, 51 , True , False , True , False , True
mixPhotoz Search, 2430 , True , False , True , False , False
James Bond HD Tab, 28 , True , True , True , False , True
MediaTab.TV, 20094 , True , False , True , False , True
Celebrity Wallpapers, 33 , True , False , False , False , True
hidesearch_DS, 381 , True , False , True , False , False
Italia Film, 21 , True , False , True , False , True
Trustnav Safesearch BETA, 5294 , True , False , True , False , True
Watch Dogs 2 Wallpapers , 6 , True , False , False , False , True
betterMovies Search, 35525 , True , False , True , False , True
Enhanced Media Search, 1 , True , False , True , False , True
24Search, 252 , True , False , True , False , True
Baby Find, 14 , True , False , False , False , True
Tottenham Hotspurs HD Wallpapers Theme, 142 , True , False , True , False , True
Wallpaper Zorro new tab theme, 24 , True , False , False , False , True
FK Crvena zvezda Home, 1257 , False , True , False , False , False
Pomedoro, 5 , True , False , True , False , False
Fantasy Wallpapers.,  , True , False , False , False , True
Full HD Resident Evil 7 New Tab, 28 , True , True , True , False , True
Inspiring Quotes Wallpapers FullHD New Tab, 5 , True , False , True , False , True
myMatch Search, 2387 , True , False , True , False , False
MySearchGuardian, 15 , True , True , True , False , True
Startab.me New Tab, 313 , False , False , False , False , False
Wallpaper Brad Pitt new tab theme, 17 , True , False , False , False , True
New tab Los Angeles Galaxy Wallpaper,  , True , False , False , False , True
HD Stardew Valley Tab, 50 , True , True , True , False , True
PPSearch for Chrome, 397 , True , False , True , False , True
NK Rijeka Home, 132 , False , True , False , False , False
Search By MusixHub, 206233 , True , False , True , False , False
HD Outlast Tab, 91 , True , True , True , False , True
Buscador.com, 64 , True , True , True , False , False
Smart Search, 51576 , True , False , True , False , True
Beyonce HD Wallpapers RnB Music Theme, 27 , True , False , True , False , True
arcadeNet Search, 15976 , True , False , True , False , True
Kim Kardashian HD Wallpaper Hollywood Theme, 33 , True , False , True , False , True
CrypSearch, 556 , True , False , True , False , True
PUBG HD Wallpapers New Tab, 575 , True , False , False , False , True
Going in Style Wallpapers HD|PrivateSearch, 1 , True , False , False , False , True
The Last of Us Wallpapers FullHD New Tab , 1 , True , False , True , False , True
Black and Gold Wallpapers, 20 , True , False , False , False , True
MediaTab.TV Streaming Search - Live TV Shows, 6552 , True , False , True , False , True
FIFA 18 HD Wallpapers Football Games Theme, 369 , True , False , True , False , True
gw7-2, 1 , True , True , False , False , False
Christmas Kittens and Puppies HD Wallpapers, 13 , True , False , True , False , True
PlayerUnknown's Battlegrounds Wallpapers, 27 , True , True , True , False , True
Chrome Elsa Pataky Tab, 1 , True , True , True , False , True
Assassins Creed:Origins Wallpapers Themes, 12 , True , False , False , False , True
Sunrise HD wallpaper new tab, 69 , True , False , False , False , True
Dirt Bikes HD Wallpapers Motorcycles Theme, 131 , True , False , True , False , True
Chrome DiRT Rally Tab, 28 , True , True , True , False , True
Sunsets HD Wallpapers Sunrise New Tab Theme, 76 , True , False , True , False , True
Favourite Searches Newtab UK, 2 , True , False , False , False , False
BMW M-Power HD Wallpapers Sports Cars Theme, 164 , True , False , True , False , True
Power Search for Chrome, 24181 , True , False , True , False , True
Husky Wallpapers FullHD New Tab , 3 , True , False , True , False , True
Wallpaper inFAMOUS New Tab, 50 , True , True , True , False , True
New Tab BioShock Background, 26 , True , True , True , False , True
Do-Search, 727 , True , False , True , False , False
Super Search, 388 , True , True , True , False , False
Rainbow Six Siege Wallpapers FullHD New Tab, 7 , True , False , True , False , True
Bags and Shoes HD Wallpapers Fashion Theme, 1 , True , False , True , False , True
Dragons HD Wallpapers New Tab Theme, 20 , True , False , True , False , True
Search By goMovix, 247676 , True , False , True , False , False
Gone Home Game Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Outlast II Wallpapers., 31 , True , False , False , False , True
Search&Go, 26204 , True , False , True , False , False
Search By WowMovix, 689348 , True , False , True , False , False
New tab HD Berserk wallpaper, 363 , True , False , False , False , True
Sonic The Hedgehog HD Wallpapers New Tab, 106 , True , False , True , False , True
Ghostbusters 2016 Game Wallpapers, 10 , True , False , False , False , True
HD Austin Tab, 19 , True , True , True , False , True
FreeRide Games Feed, 156 , True , True , True , False , True
Superhot indie game Wallpapers HD New Tab, 1 , True , False , True , False , True
Hawaii Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Real Madrid Monitor, 31 , True , False , True , False , False
Googlando, 3731 , True , False , False , False , False
Neymar Jr HD Wallpapers Football Theme, 478 , True , False , True , False , True
jlclemipocmmhmlkcpmkbjfjfkabnalp.json, 2566 , True , False , True , False , True
Space Galaxy Wallpapers & New Tab,  , True , False , True , False , False
Full HD London New Tab, 42 , True , True , True , False , True
Games Search, 23817 , True , False , True , False , False
Lol Jinx New Page, 116 , True , True , True , False , True
Wallpaper Leonardo DiCaprio New Tab, 27 , True , True , True , False , True
Up HD Wallpapers New Tab,  , True , False , False , False , True
Stranger Things Wallpapers and New Tab, 109 , True , True , True , False , True
Saints Row IV Chrome Tab, 23 , True , True , True , False , True
BrowserStartPage, 13 , True , False , False , False , False
SearchAssist.me, 5378 , True , False , True , False , False
HD Super Stardust Ultra Background, 1 , True , True , True , False , True
Monkey Mamaba, 32289 , True , False , True , False , True
MyOneSearch - The Best Way to Search, 5283 , True , True , True , False , False
BTS - Bangtan Boys Wallpapers FullHD New Tab,  , True , False , True , False , True
Movie Search, 521126 , True , False , True , False , False
Weather, 2 , True , False , True , False , True
Kingsman Wallpapers , 106 , True , False , False , False , True
New tab HD Saiyuki wallpaper, 3 , True , False , False , False , True
NewTabTV, 5440 , True , False , True , False , False
Cooking Panda, 5 , False , True , True , False , True
Roses Wallpapers FullHD New Tab,  , True , False , True , False , True
Dark Souls Wallpapers FullHD New Tab, 4 , True , False , True , False , True
myGames Search, 3445 , True , False , True , False , False
Secure Search, 20 , True , False , True , False , False
Ferrari vs Mercedes HD Wallpapers., 2 , True , False , False , False , True
The Lion King Theme wallpaper, 189 , True , False , False , False , True
Yauzaa Search Engine,  , False , False , True , False , True
SearchLabs, 11207 , True , False , True , False , True
Anthem New Tab, 72 , True , True , True , False , True
The Binding of Isaac Wallpapers HD New Tab, 3 , True , False , True , False , True
musicJunkie Search, 17249 , True , False , True , False , True
Lilo And Stitch Wallpapers FullHD New Tab, 10 , True , False , True , False , True
Micro Machines World Series HD Wallpapers, 2 , True , False , False , False , True
Assassins Creed Wallpapers FullHD New Tab, 1 , True , False , True , False , True
jogffnodfoeifflgaihmjkhliegnjedj.json, 3466 , True , False , True , False , True
Funny Wallpapers , 33 , True , False , False , False , True
MediaTab.TV, 1581 , True , False , True , False , True
Tokyo Ghoul HD Wallpapers New Tab Anime Theme, 880 , True , False , True , False , True
Direction Search Tab, 676 , False , True , False , False , True
Atavi - bookmark manager, 82720 , False , True , True , False , False
New Bayonetta Tab, 68 , True , True , True , False , True
Summer Cocktails HD Wallpapers New Tab Theme, 14 , True , False , True , False , True
X Games HD Wallpapers Extreme Sports Theme, 26 , True , False , True , False , True
Dont Starve Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Ultimate News, 7109 , True , False , True , False , False
Music Player, 2647 , True , False , True , False , True
VpnPlus, 1 , True , False , True , False , True
Watch Dogs 2 HD Wallpapers Games Theme, 204 , True , False , True , False , True
TV Digital, 21096 , True , False , True , False , False
Kidy: Safe search engine for kids, 251 , True , True , False , False , False
GTA 5  Wallpapers FullHD New Tab , 290 , True , False , True , False , True
Rocket League HD Wallpapers New Tab Theme, 82 , True , False , True , False , True
Peaky blinders Wallpapers HD|Private Search, 207 , True , False , False , False , True
The Walking Dead HD Wallpapers New Tab Theme, 38 , True , False , True , False , True
Star Wars Rogue One Wallpapers FullHD New Tab,  , True , False , True , False , True
SecurityDog, 1 , True , False , True , False , True
Full HD Knack New Tab, 23 , True , True , True , False , True
HD Pro Evolution Soccer 2017 New Page, 488 , True , True , True , False , True
Funny Memes HD Wallpapers New Tab Theme, 1962 , True , False , True , False , True
New Tab Brawlhalla Background, 123 , True , True , True , False , True
nJoyMusic Search, 8999 , True , False , True , False , True
kbjopffcocgcnkigpnnmpcoimhjbjmba.json, 421748 , False , False , True , False , False
Search Select, 26990 , True , False , True , False , True
New Tab Shadow of the Beast Background, 1 , True , True , True , False , True
Sport Fanatic - New Tab page, 1 , True , False , True , False , True
Real Madrid HD Wallpapers New Tab Theme, 149 , True , False , True , False , True
Tom Clancys Rainbow Six Siege New Tab Theme, 127 , True , False , True , False , True
HD A Way Out Metro: Exodus New Page, 25 , True , True , True , False , True
Yandex Search, 318 , True , False , True , False , True
Yandex search, 1185726 , True , False , True , False , False
Frompus, 21140 , True , False , False , False , True
mixGames Search, 294030 , True , False , True , False , False
Chrome Kingdom Hearts 3 Tab, 19 , True , True , True , False , True
 Begin.ge, 1 , False , True , False , False , False
Gears of War 4 - Official, 1626 , True , False , True , False , True
Toronto Maple Leafs HD Wallpapers, 82 , True , False , False , False , True
Aol UK Money, 1 , True , True , True , False , True
Guns HD Wallpapers Weapons New Tab Theme, 364 , True , False , True , False , True
Lilo - Search engine, 83201 , True , False , True , False , False
Double Shot Search: Query side-by-side, 588 , True , False , True , False , True
Classic Cars Vintage HD Wallpapers New Tab, 272 , True , False , True , False , True
Wolf Wallpapers FullHD New Tab, 5 , True , False , True , False , True
gw7, 1 , True , True , False , False , False
Wallpaper HD The pink Panther, 159 , True , False , False , False , True
DotA 2 Wallpapers HD Games New Tab Theme, 213 , True , False , True , False , True
Wallpaper Okami HD Tab, 69 , True , True , True , False , True
Jurassic World Evolution HD Wallpapers Theme, 349 , True , False , True , False , True
Roblox Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Maps Finder, 2 , True , False , True , False , False
Cute Kittens Wallpapers FullHD New Tab , 1 , True , False , True , False , True
Wallpaper Rocket League New Tab, 230 , True , True , True , False , True
Rally Cars HD Wallpapers WRC Racing Theme, 102 , True , False , True , False , True
Waterfall Wallpapers FullHD New Tab, 1 , True , False , True , False , True
HD Dark Souls III Wallpapers, 13 , True , True , True , False , True
Search Weather Tracker Pro, 50 , True , False , True , False , False
playJunkie Search, 10147 , True , False , True , False , True
Final Fantasy XV Wallpapers., 18 , True , False , False , False , True
The Gifted Wallpapers HD|Private Search, 21 , True , False , False , False , True
Billie Eilish HD Wallpapers Music Theme, 280 , True , False , True , False , True
Findster, 6 , True , False , True , False , True
CoinUp, 1 , True , True , False , False , False
Warhammer 40,000 HD Wallpapers New Tab|PS, 367 , True , False , False , False , True
NewTabAdult, 16 , True , False , True , False , False
WeatherTab, 2164 , True , False , True , False , False
SearchLock for Chrome, 110508 , True , False , True , False , True
Dead Pool wallpaper HD, 854 , True , False , False , False , True
H1Z1 Battle Royale HD Wallpapers Games Theme, 60 , True , False , True , False , True
Dogs and Puppies Wallpapers & New Tab, 2 , True , False , True , False , False
WWE Wrestling HD Wallpapers New Tab Theme, 369 , True , False , True , False , True
Base Find, 2 , True , False , False , False , True
Mobile Suit Gundam Wallpapers FullHD New Tab, 10 , True , False , True , False , True
Combotab - Useful New Tab, 12457 , True , False , True , False , True
HD Stories Untold Wallpapers, 2 , True , True , True , False , True
CNCO HD Wallpapers Latin Music New Tab Theme, 567 , True , False , True , False , True
ShoppingDay, 10 , True , False , True , False , False
Trains HD Wallpapers Railways New Tab Theme, 38 , True , False , True , False , True
videoZone Search, 23109 , True , False , True , False , True
To the Moon quest game Wallpapers HD New Tab,  , True , False , True , False , True
kgpbfgopopienpdgbdmdkfnccklkmnip.json, 657 , False , True , True , False , True
kgpepbilmlnddlicmbpkefjccimbdaeh.json, 34531 , True , False , True , False , False
One Punch Man Wallpapers FullHD New Tab, 3 , True , False , True , False , True
Twilight Saga HD Wallpapers New Tab Theme, 210 , True , False , True , False , True
Bless Online HD Wallpapers Games Theme, 5 , True , False , True , False , True
Pikachu Wallpapers FullHD New Tab, 4 , True , False , True , False , True
Search Assistant, 71 , True , False , True , False , True
Yelp for Chrome, 8 , True , False , False , False , True
HD Clash Royale New Page, 51 , True , True , True , False , True
Dragon Ball Super & DBZ Wallpapers New Tab,  , True , False , True , False , True
New Tab The Last Of Us Part 2 Background, 96 , True , True , True , False , True
New Tab Adele Background, 8 , True , True , True , False , True
ShoppersTab DS, 1 , True , False , True , False , False
Gif Seeker, 12 , True , False , True , False , True
PLAYERUNKNOWNS BATTLEGROUNDS HD Wallpapers, 12 , True , False , False , False , True
One-Punch Man HD Wallpapers Saitama Anime Tab, 78 , True , False , True , False , True
World of Warcraft Wallpapers FullHD New Tab, 4 , True , False , True , False , True
5 Seconds Of Summer HD Wallpapers Music Theme, 190 , True , False , True , False , True
Fifa world cup 2018 News, 6 , True , False , True , False , True
Frontier Wallpapers HD|PrivateSearch, 37 , True , False , False , False , True
Safe Web Search, 47 , True , False , False , False , True
French Bulldog HD Wallappers Dogs and Puppies, 223 , True , False , True , False , True
HD Johnny Depp Wallpapers, 61 , True , True , True , False , True
pracember, 6145 , True , False , True , False , True
Moccini DS, 2 , True , False , True , False , False
gamesJunkie Search, 11798 , True , False , True , False , True
Secure Search, 5 , True , False , False , False , False
League of Legends Wallpapers FullHD New Tab , 7 , True , False , True , False , True
New Tab Ghostbusters Background, 67 , True , True , True , False , True
Unturned Wallpapers and New Tab, 125 , True , True , True , False , True
Search Line, 239 , True , False , True , False , True
Hello Spring HD Wallpapers Nature and Flowers, 46 , True , False , True , False , True
Aol UK Travel, 1 , True , True , True , False , True
Favourite Searches Newtab, 1 , True , False , False , False , False
StartForFans, 10 , False , True , True , False , False
Attack on Titan Game Wallpapers HD New Tab,  , True , False , True , False , True
SearchXYZ, 10085 , True , False , True , False , True
browsePrivately, 8034 , True , False , True , False , True
Overwatch HD Wallpapers New Tab Theme, 139 , True , False , True , False , True
Yardood Tabs, 3 , False , True , False , False , False
Rise and Shine Wallpapers FullHD New Tab,  , True , False , True , False , True
Path of Exile HD Wallpapers Games Theme, 1 , True , False , True , False , True
Search By MovixHub, 622911 , True , False , True , False , False
Middle-earth Game HD Wallpapers New Tab, 18 , True , False , False , False , True
gamesFriendly, 1 , True , False , True , False , False
A Hat in Time Chrome Tab, 39 , True , True , True , False , True
Beagle HD Wallpapers Dogs and Puppies Theme, 76 , True , False , True , False , True
hideyoursearch_DS, 10 , True , False , True , False , False
Kiss of Rose Princess New tab, 10 , True , False , False , False , True
Nissan GTR HD Wallpapers Sports Cars Theme, 481 , True , False , True , False , True
Trucks HD Wallpapers New Tab Theme, 72 , True , False , True , False , True
Minecraft Wallpapers & New Tab, 4 , True , False , True , False , False
Dunkirk Wallpaper HD|PrivateSearsh, 15 , True , False , False , False , True
Wallpaper H1Z1 New Tab, 124 , True , True , True , False , True
Evorch bookmarks, 1416 , False , False , True , False , False
Robot Wallpapers FullHD New Tab ,  , True , False , True , False , True
FootbalScores24 - Live football scores 24/7, 45736 , True , False , True , False , True
Wallpaper Upotte new tab theme, 1 , True , False , False , False , True
Girly Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Lizard Wallpaper, 278 , True , False , False , False , True
Arsenal HD Wallpapers Football Sports Theme, 23 , True , False , True , False , True
Search By PrsstMusic, 4 , True , False , True , False , False
Black Panther Wallpapers FullHD New Tab,  , True , False , True , False , True
Batman Arkham Origins HD Background Tab, 37 , True , True , True , False , True
Home+,  , False , True , True , False , False
Candy Crush Saga Wallpapers and New Tab, 3831 , True , True , True , False , True
Safe Browser, 51639 , True , False , True , False , True
Toy Story HD Wallpapers , 35 , True , False , False , False , True
Togainu no chi wallpaper HD, 2 , True , False , False , False , True
Juice Wrld HD Wallpapers Hip Hop Music Theme, 168 , True , False , True , False , True
Destiny 2 HD New Tab, 35 , True , True , True , False , True
Dogpile Search, 493 , True , False , True , False , True
HD Insurgency: Sandstorm Wallpapers, 4 , True , True , True , False , True
Search Arena, 7 , True , True , True , False , True
HD Bokura Ga Ita wallpapers, 1 , True , False , False , False , True
Yaeemo extension, 1 , True , True , True , False , False
Search by iMusic, 12440 , True , False , True , False , True
Search Quick Map Finder, 6246 , True , False , True , False , False
HD Warframe Tab, 24 , True , True , True , False , True
Haiku, Search Powered by Bing, 442 , True , False , True , False , False
South Park: The Fractured But Whole, 133 , True , True , True , False , True
