Importer stats
--------------
 120005 100.00% total
  75686 63.07% extensions
  30621 25.52% apps
  13643 11.37% themes
     55 0.05% error

   6093 8.05% missing_permissions
   7950 10.50% missing_apis
   4394 5.81% missing_manifests

  63108 83.38% easy_conversion
   1882 2.49% browser_namespace
  16968 22.42% no_apis

Chrome API coverage
-------------------
     99 99.00% top 100 API
    226 90.40% top 250 API

Top API usage
------------
    564 chrome.declarativeContent.onPageChanged.addRules
    545 chrome.declarativeContent.ShowPageAction
    461 chrome.desktopCapture.cancelChooseDesktopMedia
    412 chrome.proxy.settings.set
    232 chrome.management.onInstalled.addListener
    205 chrome.runtime.onSuspend.addListener
    195 chrome.proxy.settings.get
    195 chrome.tts.speak
    194 chrome.notifications.update
    186 chrome.runtime.requestUpdateCheck
    166 chrome.proxy.settings.clear
    133 chrome.management.onUninstalled.addListener
    128 chrome.management.onEnabled.addListener
    122 chrome.downloads.onDeterminingFilename.addListener
    116 chrome.runtime.getPackageDirectoryEntry
    108 chrome.management.onDisabled.addListener
    103 chrome.management.uninstall
    102 chrome.proxy.onProxyError.addListener
    101 chrome.devtools.network.onRequestFinished
     98 chrome.tabCapture.capture
     97 chrome.extension.onClicked.addListener
     94 chrome.storage.sync.getBytesInUse
     94 chrome.extension.onMessage.removeListener
     91 chrome.manifest.content_scripts
     91 chrome.experimental.cookies
     87 chrome.storage.local.getBytesInUse
     86 chrome.tts.stop
     80 chrome.devtools.network.onNavigated
     78 chrome.storage.sync.QUOTA_BYTES_PER_ITEM
     73 chrome.notifications.getPermissionLevel
     70 chrome.extension.onRequest.removeListener
     69 chrome.js.map
     67 chrome.downloads.setShelfEnabled
     64 chrome.debugger.sendCommand
     61 chrome.tts.getVoices
     61 chrome.debugger.detach
     60 chrome.debugger.attach
     57 chrome.manifest.version
     56 chrome.debugger.onEvent.addListener
     53 chrome.storage.sync.QUOTA_BYTES
     51 chrome.extension.onMessageExternal
     50 chrome.extension.onMessageExternal.addListener
     50 chrome.bookmarks.onImportEnded.addListener
